Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde71 Vardas71 9 7 6 5 9 1
Pavarde72 Vardas72 1 5 10 1 7 1
Pavarde73 Vardas73 4 9 6 2 9 4
Pavarde74 Vardas74 10 10 2 6 1 3
Pavarde75 Vardas75 1 9 3 3 10 1
Pavarde76 Vardas76 7 5 6 1 6 2
Pavarde77 Vardas77 9 1 5 8 7 9
Pavarde78 Vardas78 9 3 4 6 6 10
Pavarde79 Vardas79 6 10 3 1 7 9
Pavarde80 Vardas80 3 4 3 6 9 1
Pavarde81 Vardas81 9 5 8 9 1 7
Pavarde82 Vardas82 6 3 7 8 6 6
Pavarde83 Vardas83 1 1 4 10 3 6
Pavarde84 Vardas84 5 3 1 4 8 10
Pavarde85 Vardas85 10 6 8 2 6 4
Pavarde86 Vardas86 3 4 1 6 7 2
Pavarde87 Vardas87 8 3 9 9 3 8
Pavarde88 Vardas88 2 6 3 4 10 10
Pavarde89 Vardas89 1 10 7 4 1 3
Pavarde90 Vardas90 3 4 6 7 6 8
Pavarde91 Vardas91 6 8 10 6 7 2
Pavarde92 Vardas92 1 9 8 10 3 2
Pavarde93 Vardas93 5 3 3 3 10 8
Pavarde94 Vardas94 10 2 2 1 9 2
Pavarde95 Vardas95 5 3 1 9 4 4
Pavarde96 Vardas96 4 3 9 8 5 5
Pavarde97 Vardas97 8 9 3 4 6 4
Pavarde98 Vardas98 1 10 5 10 6 10
Pavarde99 Vardas99 5 3 4 4 7 1
Pavarde100 Vardas100 6 7 6 7 10 7
Pavarde101 Vardas101 8 5 2 6 9 7
Pavarde102 Vardas102 5 7 4 6 4 2
Pavarde103 Vardas103 10 1 1 7 4 4
Pavarde104 Vardas104 5 5 3 10 5 4
Pavarde105 Vardas105 5 1 3 9 3 6
Pavarde106 Vardas106 2 9 10 10 9 3
Pavarde107 Vardas107 3 2 6 7 7 4
Pavarde108 Vardas108 8 8 7 3 10 6
Pavarde109 Vardas109 4 4 1 3 3 6
Pavarde110 Vardas110 9 5 4 4 9 2
Pavarde111 Vardas111 4 2 10 9 7 10
Pavarde112 Vardas112 10 1 1 7 4 8
Pavarde113 Vardas113 4 6 5 5 10 4
Pavarde114 Vardas114 4 7 7 7 3 2
Pavarde115 Vardas115 1 4 6 2 10 7
Pavarde116 Vardas116 4 2 5 2 1 8
Pavarde117 Vardas117 10 7 1 5 6 8
Pavarde118 Vardas118 2 3 7 8 4 3
Pavarde119 Vardas119 1 5 7 7 2 1
Pavarde120 Vardas120 10 6 3 5 6 9
Pavarde121 Vardas121 9 2 9 4 3 8
Pavarde122 Vardas122 2 4 3 2 3 5
Pavarde123 Vardas123 3 10 3 9 5 3
Pavarde124 Vardas124 3 5 6 6 6 7
Pavarde125 Vardas125 10 9 6 8 2 3
Pavarde126 Vardas126 10 4 2 4 3 8
Pavarde127 Vardas127 3 6 10 3 9 2
Pavarde128 Vardas128 6 4 7 6 1 6
Pavarde129 Vardas129 8 7 1 3 2 9
Pavarde130 Vardas130 8 5 9 7 10 4
Pavarde131 Vardas131 1 6 1 2 1 5
Pavarde132 Vardas132 5 6 7 5 3 4
Pavarde133 Vardas133 9 10 9 5 4 5
Pavarde134 Vardas134 9 10 3 6 5 9
Pavarde135 Vardas135 8 5 9 5 5 10
Pavarde136 Vardas136 6 5 9 2 1 2
Pavarde137 Vardas137 4 6 2 3 4 1
Pavarde138 Vardas138 1 2 9 5 8 4
Pavarde139 Vardas139 9 5 7 5 10 7
Pavarde140 Vardas140 2 2 2 2 10 10
Pavarde141 Vardas141 3 7 7 6 10 5
Pavarde142 Vardas142 9 9 7 8 6 1
Pavarde143 Vardas143 8 8 3 4 3 4
Pavarde144 Vardas144 9 5 3 6 8 1
Pavarde145 Vardas145 1 4 6 5 9 7
Pavarde146 Vardas146 1 9 1 3 5 9
Pavarde147 Vardas147 4 10 8 6 3 5
Pavarde148 Vardas148 1 7 9 4 5 6
Pavarde149 Vardas149 3 1 4 5 8 6
Pavarde150 Vardas150 3 5 2 2 2 2
Pavarde151 Vardas151 9 9 6 8 9 4
Pavarde152 Vardas152 10 3 8 9 9 9
Pavarde153 Vardas153 8 7 10 1 3 4
Pavarde154 Vardas154 4 10 8 3 10 5
Pavarde155 Vardas155 4 3 5 4 1 7
Pavarde156 Vardas156 9 8 2 10 1 1
Pavarde157 Vardas157 10 8 3 7 4 5
Pavarde158 Vardas158 2 2 7 6 1 8
Pavarde159 Vardas159 8 6 9 5 9 1
Pavarde160 Vardas160 7 4 6 1 3 5
Pavarde161 Vardas161 6 6 10 5 4 10
Pavarde162 Vardas162 8 6 5 10 4 9
Pavarde163 Vardas163 1 6 1 7 3 7
Pavarde164 Vardas164 7 3 10 4 5 7
Pavarde165 Vardas165 5 4 5 7 3 1
Pavarde166 Vardas166 3 7 10 9 9 7
Pavarde167 Vardas167 7 8 2 1 6 3
Pavarde168 Vardas168 6 6 4 1 7 4
Pavarde169 Vardas169 1 10 6 6 2 10
Pavarde170 Vardas170 3 1 1 7 9 3
Pavarde171 Vardas171 10 8 6 8 9 4
Pavarde172 Vardas172 10 1 2 2 10 6
Pavarde173 Vardas173 8 10 5 7 2 4
Pavarde174 Vardas174 2 5 7 10 4 2
Pavarde175 Vardas175 8 6 1 10 6 9
Pavarde176 Vardas176 4 10 4 5 9 8
Pavarde177 Vardas177 8 9 10 9 4 6
Pavarde178 Vardas178 4 3 5 1 7 7
Pavarde179 Vardas179 1 10 8 7 10 6
Pavarde180 Vardas180 4 4 9 4 8 4
Pavarde181 Vardas181 3 2 1 4 6 2
Pavarde182 Vardas182 1 4 5 9 3 7
Pavarde183 Vardas183 1 7 4 3 10 7
Pavarde184 Vardas184 2 2 5 3 3 7
Pavarde185 Vardas185 6 8 9 1 3 6
Pavarde186 Vardas186 2 1 3 6 2 1
Pavarde187 Vardas187 10 8 5 1 5 1
Pavarde188 Vardas188 7 2 7 5 9 10
Pavarde189 Vardas189 9 1 8 7 3 5
Pavarde190 Vardas190 1 7 8 2 3 2
Pavarde191 Vardas191 6 9 9 3 10 2
Pavarde192 Vardas192 9 3 1 3 1 7
Pavarde193 Vardas193 7 1 1 3 4 7
Pavarde194 Vardas194 7 9 3 8 3 8
Pavarde195 Vardas195 3 1 9 7 10 4
Pavarde196 Vardas196 8 3 10 9 2 3
Pavarde197 Vardas197 1 7 6 6 5 3
Pavarde198 Vardas198 7 5 5 9 3 5
Pavarde199 Vardas199 9 7 4 4 2 7
Pavarde200 Vardas200 5 2 1 5 3 7
Pavarde201 Vardas201 1 8 4 7 9 4
Pavarde202 Vardas202 2 1 4 8 5 4
Pavarde203 Vardas203 5 8 6 9 3 3
Pavarde204 Vardas204 2 4 3 3 5 2
Pavarde205 Vardas205 7 8 3 6 3 5
Pavarde206 Vardas206 4 2 2 10 7 7
Pavarde207 Vardas207 1 10 2 1 8 9
Pavarde208 Vardas208 5 5 7 10 7 3
Pavarde209 Vardas209 9 3 3 9 5 1
Pavarde210 Vardas210 3 7 7 7 2 8
Pavarde211 Vardas211 3 8 9 6 1 9
Pavarde212 Vardas212 3 5 2 8 3 6
Pavarde213 Vardas213 6 2 8 3 3 1
Pavarde214 Vardas214 7 10 10 1 10 1
Pavarde215 Vardas215 6 6 9 3 7 1
Pavarde216 Vardas216 6 10 10 10 2 8
Pavarde217 Vardas217 9 10 8 8 3 4
Pavarde218 Vardas218 8 4 1 4 2 7
Pavarde219 Vardas219 4 4 7 7 6 9
Pavarde220 Vardas220 8 6 7 7 3 3
Pavarde221 Vardas221 10 6 5 2 10 9
Pavarde222 Vardas222 7 6 9 10 1 1
Pavarde223 Vardas223 9 5 1 9 2 9
Pavarde224 Vardas224 8 10 2 9 5 7
Pavarde225 Vardas225 8 7 2 8 7 3
Pavarde226 Vardas226 5 6 10 4 3 4
Pavarde227 Vardas227 8 7 5 4 3 3
Pavarde228 Vardas228 10 6 3 10 3 2
Pavarde229 Vardas229 3 4 2 5 4 5
Pavarde230 Vardas230 6 9 4 9 10 9
Pavarde231 Vardas231 5 1 10 3 8 3
Pavarde232 Vardas232 4 5 9 6 2 2
Pavarde233 Vardas233 6 4 9 10 1 2
Pavarde234 Vardas234 6 5 1 6 6 10
Pavarde235 Vardas235 8 4 6 10 4 9
Pavarde236 Vardas236 5 2 9 7 3 8
Pavarde237 Vardas237 4 6 4 1 10 2
Pavarde238 Vardas238 6 6 10 9 6 2
Pavarde239 Vardas239 5 10 1 2 6 5
Pavarde240 Vardas240 1 2 4 10 10 7
Pavarde241 Vardas241 8 5 8 10 3 5
Pavarde242 Vardas242 9 1 9 10 1 2
Pavarde243 Vardas243 3 5 2 5 8 7
Pavarde244 Vardas244 6 3 4 7 5 10
Pavarde245 Vardas245 6 5 7 10 3 4
Pavarde246 Vardas246 8 7 1 3 4 9
Pavarde247 Vardas247 8 5 1 3 3 7
Pavarde248 Vardas248 4 1 1 10 10 1
Pavarde249 Vardas249 6 5 4 1 3 1
Pavarde250 Vardas250 3 2 8 10 2 2
Pavarde251 Vardas251 5 2 2 9 9 5
Pavarde252 Vardas252 10 5 4 4 1 7
Pavarde253 Vardas253 8 7 9 2 2 8
Pavarde254 Vardas254 3 9 4 6 9 3
Pavarde255 Vardas255 5 5 1 7 6 4
Pavarde256 Vardas256 9 9 4 3 6 8
Pavarde257 Vardas257 5 1 10 9 9 4
Pavarde258 Vardas258 7 4 9 9 3 3
Pavarde259 Vardas259 4 3 3 7 1 7
Pavarde260 Vardas260 9 2 8 10 6 1
Pavarde261 Vardas261 8 7 7 1 9 2
Pavarde262 Vardas262 7 4 3 9 1 2
Pavarde263 Vardas263 7 4 6 9 3 2
Pavarde264 Vardas264 4 3 9 8 9 8
Pavarde265 Vardas265 6 10 1 1 3 8
Pavarde266 Vardas266 1 3 2 6 6 7
Pavarde267 Vardas267 7 8 3 7 3 4
Pavarde268 Vardas268 9 6 10 3 9 4
Pavarde269 Vardas269 7 10 7 1 8 6
Pavarde270 Vardas270 4 6 5 5 9 8
Pavarde271 Vardas271 6 4 6 4 2 10
Pavarde272 Vardas272 6 4 8 8 5 4
Pavarde273 Vardas273 9 8 4 2 2 4
Pavarde274 Vardas274 10 1 8 6 1 4
Pavarde275 Vardas275 6 8 2 10 2 4
Pavarde276 Vardas276 9 8 4 6 8 3
Pavarde277 Vardas277 3 8 1 8 9 6
Pavarde278 Vardas278 1 3 4 1 3 9
Pavarde279 Vardas279 5 2 5 4 8 8
Pavarde280 Vardas280 7 9 2 3 5 4
Pavarde281 Vardas281 9 6 10 9 1 3
Pavarde282 Vardas282 9 1 1 10 9 10
Pavarde283 Vardas283 2 8 7 8 4 9
Pavarde284 Vardas284 6 6 3 9 5 7
Pavarde285 Vardas285 4 8 9 4 4 5
Pavarde286 Vardas286 8 2 1 7 3 10
Pavarde287 Vardas287 10 10 10 1 2 6
Pavarde288 Vardas288 1 10 4 3 8 7
Pavarde289 Vardas289 2 5 4 7 2 2
Pavarde290 Vardas290 1 10 9 4 7 8
Pavarde291 Vardas291 4 6 9 4 10 7
Pavarde292 Vardas292 4 1 5 2 10 8
Pavarde293 Vardas293 5 9 3 10 4 5
Pavarde294 Vardas294 1 1 10 7 9 9
Pavarde295 Vardas295 7 10 7 5 7 8
Pavarde296 Vardas296 6 7 4 10 10 9
Pavarde297 Vardas297 9 2 9 8 1 3
Pavarde298 Vardas298 10 2 5 4 7 7
Pavarde299 Vardas299 5 3 1 5 2 4
Pavarde300 Vardas300 7 7 9 7 2 10
Pavarde301 Vardas301 6 4 6 9 7 1
Pavarde302 Vardas302 9 10 5 8 3 3
Pavarde303 Vardas303 8 5 6 10 4 10
Pavarde304 Vardas304 4 10 9 1 6 1
Pavarde305 Vardas305 9 5 4 3 8 3
Pavarde306 Vardas306 4 1 5 1 1 5
Pavarde307 Vardas307 3 8 4 10 9 7
Pavarde308 Vardas308 1 1 4 1 6 8
Pavarde309 Vardas309 9 6 10 6 7 7
Pavarde310 Vardas310 1 2 5 1 7 10
Pavarde311 Vardas311 7 7 1 9 4 9
Pavarde312 Vardas312 2 10 7 4 4 3
Pavarde313 Vardas313 1 8 6 3 1 10
Pavarde314 Vardas314 10 4 2 10 10 8
Pavarde315 Vardas315 8 8 3 2 8 9
Pavarde316 Vardas316 7 9 2 3 1 4
Pavarde317 Vardas317 3 9 9 7 5 2
Pavarde318 Vardas318 7 10 7 8 7 9
Pavarde319 Vardas319 4 10 9 8 3 10
Pavarde320 Vardas320 2 3 5 6 10 7
Pavarde321 Vardas321 8 4 3 1 10 8
Pavarde322 Vardas322 9 6 2 8 8 5
Pavarde323 Vardas323 10 10 1 3 8 4
Pavarde324 Vardas324 10 4 1 10 1 1
Pavarde325 Vardas325 9 10 6 2 2 9
Pavarde326 Vardas326 4 8 8 2 8 3
Pavarde327 Vardas327 6 4 5 2 9 3
Pavarde328 Vardas328 8 6 3 2 9 8
Pavarde329 Vardas329 6 2 6 4 9 1
Pavarde330 Vardas330 5 6 4 5 3 1
Pavarde331 Vardas331 9 1 9 4 6 9
Pavarde332 Vardas332 7 2 4 4 1 10
Pavarde333 Vardas333 7 2 8 7 1 8
Pavarde334 Vardas334 7 7 7 5 1 10
Pavarde335 Vardas335 2 5 6 5 3 2
Pavarde336 Vardas336 5 3 7 10 5 10
Pavarde337 Vardas337 5 8 9 2 5 5
Pavarde338 Vardas338 10 4 5 9 8 8
Pavarde339 Vardas339 2 3 9 7 2 10
Pavarde340 Vardas340 8 5 7 3 10 7
Pavarde341 Vardas341 8 3 4 8 4 3
Pavarde342 Vardas342 4 6 7 7 4 10
Pavarde343 Vardas343 4 7 4 8 6 10
Pavarde344 Vardas344 2 8 10 2 8 7
Pavarde345 Vardas345 1 4 10 8 3 5
Pavarde346 Vardas346 4 9 9 8 1 9
Pavarde347 Vardas347 8 10 5 5 2 6
Pavarde348 Vardas348 7 8 1 3 1 3
Pavarde349 Vardas349 10 10 1 10 3 5
Pavarde350 Vardas350 10 7 3 10 5 1
Pavarde351 Vardas351 10 9 7 5 3 7
Pavarde352 Vardas352 1 2 8 4 9 5
Pavarde353 Vardas353 7 10 9 10 2 5
Pavarde354 Vardas354 5 2 7 10 3 1
Pavarde355 Vardas355 3 1 5 5 3 9
Pavarde356 Vardas356 9 1 5 8 10 8
Pavarde357 Vardas357 7 3 10 9 1 1
Pavarde358 Vardas358 5 8 9 4 4 7
Pavarde359 Vardas359 10 1 5 6 2 2
Pavarde360 Vardas360 8 10 10 1 9 6
Pavarde361 Vardas361 3 5 1 10 6 7
Pavarde362 Vardas362 5 5 7 10 3 2
Pavarde363 Vardas363 8 6 3 10 3 6
Pavarde364 Vardas364 5 1 7 4 4 3
Pavarde365 Vardas365 10 6 9 7 5 8
Pavarde366 Vardas366 6 5 2 9 5 4
Pavarde367 Vardas367 10 2 9 4 2 4
Pavarde368 Vardas368 1 4 3 9 2 8
Pavarde369 Vardas369 10 9 2 1 1 10
Pavarde370 Vardas370 8 2 4 6 7 2
Pavarde371 Vardas371 7 10 9 8 2 9
Pavarde372 Vardas372 1 1 4 5 3 4
Pavarde373 Vardas373 4 4 8 5 7 3
Pavarde374 Vardas374 5 2 10 7 6 3
Pavarde375 Vardas375 6 5 3 8 9 7
Pavarde376 Vardas376 2 6 3 10 4 8
Pavarde377 Vardas377 8 1 4 3 6 2
Pavarde378 Vardas378 4 8 8 2 7 4
Pavarde379 Vardas379 2 1 9 9 10 1
Pavarde380 Vardas380 5 9 8 1 6 1
Pavarde381 Vardas381 3 4 6 1 4 10
Pavarde382 Vardas382 1 3 10 7 4 6
Pavarde383 Vardas383 5 6 9 5 4 1
Pavarde384 Vardas384 2 2 3 6 7 3
Pavarde385 Vardas385 5 1 8 8 9 6
Pavarde386 Vardas386 4 6 10 9 2 6
Pavarde387 Vardas387 10 9 7 1 4 10
Pavarde388 Vardas388 9 10 4 6 7 10
Pavarde389 Vardas389 4 9 1 5 5 8
Pavarde390 Vardas390 5 1 8 5 6 8
Pavarde391 Vardas391 4 7 6 7 6 7
Pavarde392 Vardas392 10 4 4 1 10 4
Pavarde393 Vardas393 4 3 8 2 9 3
Pavarde394 Vardas394 3 2 6 9 4 4
Pavarde395 Vardas395 8 6 1 2 10 9
Pavarde396 Vardas396 1 2 6 2 1 3
Pavarde397 Vardas397 7 1 7 4 9 9
Pavarde398 Vardas398 7 7 2 9 4 8
Pavarde399 Vardas399 2 2 6 7 9 7
Pavarde400 Vardas400 10 9 1 4 6 4
Pavarde401 Vardas401 1 7 5 6 1 7
Pavarde402 Vardas402 2 1 7 9 1 4
Pavarde403 Vardas403 4 1 1 9 8 3
Pavarde404 Vardas404 2 8 4 6 10 4
Pavarde405 Vardas405 1 4 9 10 1 3
Pavarde406 Vardas406 7 10 1 3 10 2
Pavarde407 Vardas407 1 1 8 2 2 2
Pavarde408 Vardas408 2 1 2 9 5 9
Pavarde409 Vardas409 3 7 7 10 2 4
Pavarde410 Vardas410 4 8 7 9 8 7
Pavarde411 Vardas411 10 5 5 9 8 1
Pavarde412 Vardas412 7 9 7 10 6 7
Pavarde413 Vardas413 10 2 2 1 5 5
Pavarde414 Vardas414 8 5 7 4 1 6
Pavarde415 Vardas415 10 5 6 3 1 10
Pavarde416 Vardas416 1 7 4 9 7 9
Pavarde417 Vardas417 2 10 1 2 10 8
Pavarde418 Vardas418 2 2 6 2 2 9
Pavarde419 Vardas419 10 3 3 1 6 8
Pavarde420 Vardas420 8 8 10 8 7 9
Pavarde421 Vardas421 8 10 2 7 1 1
Pavarde422 Vardas422 1 6 2 2 8 6
Pavarde423 Vardas423 6 1 4 2 5 8
Pavarde424 Vardas424 3 3 2 7 1 1
Pavarde425 Vardas425 3 3 5 8 8 3
Pavarde426 Vardas426 10 7 1 8 6 4
Pavarde427 Vardas427 7 10 8 6 4 3
Pavarde428 Vardas428 1 1 8 7 1 4
Pavarde429 Vardas429 9 8 5 9 6 2
Pavarde430 Vardas430 3 10 5 4 9 6
Pavarde431 Vardas431 10 5 2 2 2 9
Pavarde432 Vardas432 9 1 4 3 6 9
Pavarde433 Vardas433 3 10 2 1 2 4
Pavarde434 Vardas434 5 4 1 2 10 5
Pavarde435 Vardas435 10 2 3 1 9 10
Pavarde436 Vardas436 3 8 5 6 1 7
Pavarde437 Vardas437 7 1 3 4 1 2
Pavarde438 Vardas438 6 9 8 8 9 4
Pavarde439 Vardas439 7 1 3 4 3 5
Pavarde440 Vardas440 9 3 4 6 8 4
Pavarde441 Vardas441 3 4 6 6 7 4
Pavarde442 Vardas442 9 2 4 6 8 10
Pavarde443 Vardas443 10 1 5 3 8 10
Pavarde444 Vardas444 2 1 9 9 8 7
Pavarde445 Vardas445 7 4 2 6 1 8
Pavarde446 Vardas446 9 5 9 2 1 4
Pavarde447 Vardas447 10 9 3 2 6 8
Pavarde448 Vardas448 5 9 4 2 9 9
Pavarde449 Vardas449 6 6 4 6 4 9
Pavarde450 Vardas450 9 8 6 8 8 7
Pavarde451 Vardas451 2 2 3 4 9 7
Pavarde452 Vardas452 9 10 4 2 3 8
Pavarde453 Vardas453 5 4 4 4 3 9
Pavarde454 Vardas454 8 3 8 10 6 10
Pavarde455 Vardas455 6 3 2 9 4 10
Pavarde456 Vardas456 6 2 9 2 9 6
Pavarde457 Vardas457 3 1 1 1 9 4
Pavarde458 Vardas458 9 8 4 7 10 8
Pavarde459 Vardas459 4 5 10 9 5 5
Pavarde460 Vardas460 5 5 3 3 9 8
Pavarde461 Vardas461 4 1 8 3 8 6
Pavarde462 Vardas462 10 1 9 3 2 3
Pavarde463 Vardas463 4 2 6 1 10 9
Pavarde464 Vardas464 7 5 8 3 9 2
Pavarde465 Vardas465 3 3 5 9 3 6
Pavarde466 Vardas466 8 4 8 6 3 10
Pavarde467 Vardas467 6 8 1 3 4 2
Pavarde468 Vardas468 6 4 6 10 5 1
Pavarde469 Vardas469 7 5 1 6 8 7
Pavarde470 Vardas470 10 7 8 1 7 10
Pavarde471 Vardas471 9 1 7 3 9 3
Pavarde472 Vardas472 5 6 9 4 2 2
Pavarde473 Vardas473 9 8 1 4 3 2
Pavarde474 Vardas474 6 1 3 10 10 9
Pavarde475 Vardas475 4 4 5 4 6 6
Pavarde476 Vardas476 3 3 8 2 6 6
Pavarde477 Vardas477 10 6 5 6 10 4
Pavarde478 Vardas478 1 6 3 9 1 9
Pavarde479 Vardas479 9 8 3 3 4 9
Pavarde480 Vardas480 2 5 1 3 4 8
Pavarde481 Vardas481 1 10 10 5 5 4
Pavarde482 Vardas482 8 5 10 8 2 5
Pavarde483 Vardas483 6 8 4 8 2 10
Pavarde484 Vardas484 9 8 6 8 8 5
Pavarde485 Vardas485 8 9 5 6 9 7
Pavarde486 Vardas486 2 1 4 3 2 10
Pavarde487 Vardas487 6 1 3 1 5 1
Pavarde488 Vardas488 9 1 3 5 2 9
Pavarde489 Vardas489 7 3 9 3 4 3
Pavarde490 Vardas490 7 2 10 8 2 10
Pavarde491 Vardas491 4 7 5 4 4 4
Pavarde492 Vardas492 7 2 9 9 7 6
Pavarde493 Vardas493 1 1 3 6 6 4
Pavarde494 Vardas494 5 1 2 9 1 6
Pavarde495 Vardas495 7 7 6 2 7 9
Pavarde496 Vardas496 4 1 10 9 9 8
Pavarde497 Vardas497 4 1 10 8 8 3
Pavarde498 Vardas498 8 10 4 2 1 1
Pavarde499 Vardas499 3 10 5 5 9 8
Pavarde500 Vardas500 4 9 2 3 9 2
Pavarde501 Vardas501 7 9 2 1 6 2
Pavarde502 Vardas502 10 7 1 10 1 4
Pavarde503 Vardas503 2 10 7 7 1 5
Pavarde504 Vardas504 2 8 10 5 8 1
Pavarde505 Vardas505 4 3 5 7 5 4
Pavarde506 Vardas506 10 5 2 2 7 1
Pavarde507 Vardas507 5 1 8 4 4 7
Pavarde508 Vardas508 2 9 7 10 8 1
Pavarde509 Vardas509 2 1 4 10 2 3
Pavarde510 Vardas510 9 9 7 9 8 4
Pavarde511 Vardas511 3 9 10 7 5 3
Pavarde512 Vardas512 2 10 4 7 1 4
Pavarde513 Vardas513 8 8 6 7 9 8
Pavarde514 Vardas514 1 10 7 9 10 4
Pavarde515 Vardas515 6 3 4 3 7 5
Pavarde516 Vardas516 8 7 6 7 6 6
Pavarde517 Vardas517 6 1 4 6 4 8
Pavarde518 Vardas518 8 2 4 6 3 10
Pavarde519 Vardas519 5 4 1 8 5 4
Pavarde520 Vardas520 5 3 3 7 2 6
Pavarde521 Vardas521 10 2 4 3 9 3
Pavarde522 Vardas522 9 5 6 6 2 7
Pavarde523 Vardas523 5 5 10 1 1 10
Pavarde524 Vardas524 1 4 10 10 4 3
Pavarde525 Vardas525 8 7 10 10 3 8
Pavarde526 Vardas526 2 7 2 10 9 3
Pavarde527 Vardas527 2 9 2 5 4 8
Pavarde528 Vardas528 3 8 7 4 10 8
Pavarde529 Vardas529 3 6 1 7 3 3
Pavarde530 Vardas530 1 3 4 8 10 1
Pavarde531 Vardas531 5 9 3 2 1 6
Pavarde532 Vardas532 2 8 8 1 2 4
Pavarde533 Vardas533 5 10 8 2 7 3
Pavarde534 Vardas534 6 5 1 8 6 8
Pavarde535 Vardas535 9 1 9 5 10 10
Pavarde536 Vardas536 8 6 2 8 4 9
Pavarde537 Vardas537 7 10 4 1 9 10
Pavarde538 Vardas538 5 6 1 6 7 8
Pavarde539 Vardas539 8 8 5 9 5 4
Pavarde540 Vardas540 5 7 9 5 3 7
Pavarde541 Vardas541 1 1 9 7 8 3
Pavarde542 Vardas542 8 4 9 1 1 7
Pavarde543 Vardas543 2 2 8 4 8 5
Pavarde544 Vardas544 1 6 10 4 4 4
Pavarde545 Vardas545 3 10 6 3 8 1
Pavarde546 Vardas546 6 8 7 2 2 9
Pavarde547 Vardas547 9 4 3 10 9 4
Pavarde548 Vardas548 4 6 9 6 7 3
Pavarde549 Vardas549 9 1 4 5 3 3
Pavarde550 Vardas550 2 4 6 8 2 1
Pavarde551 Vardas551 2 5 3 4 8 8
Pavarde552 Vardas552 5 9 9 8 5 9
Pavarde553 Vardas553 2 5 4 9 2 8
Pavarde554 Vardas554 4 4 7 10 5 3
Pavarde555 Vardas555 1 2 10 10 8 8
Pavarde556 Vardas556 1 8 3 6 6 6
Pavarde557 Vardas557 3 3 10 8 3 9
